,mcmc_0,mcmc_1,mcmc_2,mcmc_3,mcmc_4,mcmc_5,mcmc_6,mcmc_7,mcmc_8,mcmc_9
0,0.0,-2.0,0.0,-4.0,-4.0,2.0,2.0,-2.0,-4.0,0.0
1,0.0,-2.0,-0.5,-4.0,-4.0,2.0,2.0,0.5,-4.0,0.0
2,0.0,-1.3333333333333333,-0.6666666666666666,-4.0,-4.0,2.0,0.6666666666666666,1.0,-4.0,0.3333333333333333
3,-0.5,-1.5,-0.75,-2.0,-4.0,0.75,0.5,0.3333333333333333,-2.0,-0.3333333333333333
4,-0.8,-1.6,-0.8,-2.0,-4.0,0.2666666666666667,0.4,0.30000000000000004,-2.0,-0.6666666666666669
5,-1.0,-1.6666666666666665,-0.8333333333333333,-2.0,-4.0,0.11111111111111112,0.2222222222222222,0.2,-2.0,-0.8888888888888888
6,-1.1428571428571428,-1.714285714285714,-0.8571428571428571,-2.0,-4.0,-0.14285714285714285,0.19047619047619047,0.17142857142857143,-2.0,-1.0476190476190477
7,-1.25,-1.75,-0.875,-2.0,-4.0,-0.3125,0.16666666666666666,0.125,-2.0,-1.1666666666666667
8,-1.3333333333333333,-1.7777777777777777,-0.8888888888888888,-2.0,-1.8888888888888888,-0.4444444444444444,0.14814814814814814,0.09523809523809523,-2.0,-1.2592592592592593
9,-1.4000000000000001,-1.8,-0.9,-2.0,-1.8,-0.55,0.13333333333333333,0.08571428571428573,-2.0,-1.3333333333333333
10,-1.4545454545454546,-1.8181818181818183,-0.9090909090909092,-2.0,-1.7272727272727273,-0.6363636363636365,0.09090909090909091,0.07792207792207792,-2.0,-1.3939393939393938
11,-1.0,-1.8333333333333333,-0.9166666666666666,-1.2777777777777777,-1.6666666666666665,-0.7083333333333334,0.0,0.07142857142857142,-2.0,-1.4444444444444444
12,-0.7307692307692307,-1.8461538461538463,-0.9230769230769231,-1.2307692307692308,-1.6153846153846154,-0.7692307692307694,-0.06153846153846154,0.06593406593406594,-2.0,-1.4871794871794872
13,-0.7142857142857142,-1.238095238095238,-0.9285714285714285,-1.1904761904761905,-1.5714285714285714,-0.8214285714285714,-0.11428571428571428,0.061224489795918366,-2.0,-1.5238095238095237
14,-0.7,-1.2444444444444442,-0.9333333333333333,-0.9,-1.0666666666666667,-0.8666666666666666,-0.16,0.05714285714285715,-2.0,-1.5555555555555556
15,-0.525,-1.25,-0.9375,-0.90625,-1.0833333333333333,-0.90625,-0.2,0.05357142857142857,-1.2916666666666667,-1.5833333333333333
16,-0.411764705882353,-1.2549019607843137,-0.9411764705882353,-0.9117647058823528,-1.0980392156862744,-0.9411764705882354,-0.2352941176470588,0.050420168067226885,-1.2549019607843137,-1.6078431372549022
17,-0.3650793650793651,-1.2592592592592593,-0.9444444444444444,-0.9166666666666666,-1.111111111111111,-0.9722222222222222,-0.2666666666666666,0.041666666666666664,-1.222222222222222,-1.6296296296296298
18,-0.37593984962406013,-1.263157894736842,-0.9473684210526315,-0.9210526315789473,-1.1228070175438596,-0.9999999999999999,-0.29473684210526313,0.023391812865497075,-1.1929824561403508,-1.6491228070175437
19,-0.38571428571428573,-1.2666666666666668,-0.9500000000000001,-0.925,-1.1333333333333335,-1.0250000000000001,-0.32,0.011111111111111115,-1.1666666666666667,-1.666666666666667
20,-0.3945578231292517,-1.2698412698412698,-0.9523809523809523,-0.9285714285714284,-1.1428571428571426,-1.0476190476190474,-0.34285714285714286,0.0,-1.1428571428571426,-1.6825396825396826
21,-0.4025974025974026,-1.2727272727272727,-0.9545454545454546,-0.9318181818181818,-1.1515151515151516,-1.0681818181818181,-0.36363636363636365,-0.01818181818181818,-1.121212121212121,-1.2272727272727273
22,-0.40993788819875776,-1.2753623188405798,-0.9565217391304348,-0.9347826086956521,-1.1594202898550725,-1.0869565217391304,-0.3826086956521739,-0.023715415019762844,-1.1014492753623188,-1.1956521739130432
23,-0.41666666666666663,-1.2777777777777777,-0.9583333333333333,-0.9374999999999999,-1.1666666666666667,-1.1041666666666667,-0.39999999999999997,-0.027777777777777776,-1.0833333333333333,-1.1666666666666667
24,-0.4228571428571429,-1.28,-0.96,-0.94,-1.1733333333333333,-1.12,-0.41600000000000004,-0.03333333333333333,-1.0666666666666667,-1.1400000000000001
25,-0.42857142857142855,-1.2820512820512822,-0.9615384615384616,-0.9423076923076924,-1.1794871794871795,-1.1346153846153848,-0.43076923076923085,-0.038461538461538464,-1.0512820512820513,-1.1153846153846154
26,-0.43386243386243384,-1.2839506172839505,-0.9629629629629629,-0.9444444444444444,-1.1851851851851851,-1.148148148148148,-0.4444444444444445,-0.043209876543209874,-0.7962962962962963,-1.0925925925925926
27,-0.4387755102040816,-1.2857142857142856,-0.9642857142857142,-0.9464285714285714,-1.1904761904761905,-1.1607142857142858,-0.45714285714285713,-0.047619047619047616,-0.8035714285714285,-1.0714285714285712
28,-0.3793103448275862,-1.2873563218390804,-0.9655172413793103,-0.9482758620689655,-1.1724137931034482,-1.1724137931034484,-0.46896551724137936,-0.05172413793103448,-0.6344827586206897,-1.0517241379310345
29,-0.375,-1.2888888888888888,-0.9666666666666667,-0.95,-1.1555555555555557,-1.1833333333333336,-0.48,-0.05555555555555556,-0.6266666666666667,-1.0666666666666667
30,-0.3709677419354839,-1.2903225806451613,-0.967741935483871,-0.9516129032258065,-1.139784946236559,-1.193548387096774,-0.4903225806451613,-0.05913978494623656,-0.6193548387096774,-1.0806451612903225
31,-0.3671875,-1.2916666666666667,-0.96875,-0.953125,-1.125,-1.203125,-0.40625,-0.0625,-0.6125,-1.09375
32,-0.36363636363636365,-1.292929292929293,-0.9696969696969697,-0.9545454545454546,-1.1111111111111112,-1.2121212121212122,-0.40404040404040403,-0.06565656565656565,-0.6060606060606062,-1.106060606060606
33,-0.3602941176470588,-1.2941176470588236,-0.9705882352941176,-0.9558823529411764,-1.0980392156862744,-1.2205882352941178,-0.40196078431372545,-0.06862745098039215,-0.6,-1.1176470588235294
34,-0.3571428571428571,-1.2952380952380953,-0.9714285714285714,-0.9571428571428571,-1.0857142857142856,-1.2285714285714286,-0.39999999999999997,-0.07142857142857144,-0.5942857142857143,-1.1285714285714286
35,-0.35416666666666663,-1.296296296296296,-0.9722222222222222,-0.9583333333333333,-1.074074074074074,-1.2361111111111112,-0.39814814814814814,-0.07407407407407407,-0.5888888888888889,-1.1388888888888888
36,-0.35135135135135137,-1.2972972972972974,-0.972972972972973,-0.9594594594594595,-1.063063063063063,-1.2432432432432434,-0.3963963963963965,-0.06652806652806653,-0.5837837837837838,-1.1486486486486487
37,-0.34868421052631576,-1.2982456140350875,-0.9736842105263157,-0.9605263157894737,-1.0526315789473684,-1.25,-0.3947368421052631,-0.06477732793522267,-0.5789473684210525,-1.1578947368421053
38,-0.34615384615384615,-1.2991452991452992,-0.9743589743589743,-0.9615384615384615,-1.0427350427350428,-1.2564102564102564,-0.3931623931623931,-0.06593406593406594,-0.5743589743589744,-1.1666666666666667
39,-0.34375,-1.3,-0.9750000000000001,-0.9625,-1.0333333333333334,-1.0,-0.39166666666666666,-0.07142857142857142,-0.5700000000000001,-1.1750000000000003
40,-0.34146341463414637,-1.3008130081300815,-0.975609756097561,-0.9634146341463415,-1.024390243902439,-0.9951219512195124,-0.39024390243902435,-0.07665505226480837,-0.5658536585365854,-1.1829268292682928
41,-0.33928571428571425,-1.3015873015873016,-0.9761904761904762,-0.9642857142857142,-1.0158730158730158,-0.8333333333333335,-0.38888888888888884,-0.08163265306122448,-0.5619047619047618,-1.1904761904761902
42,-0.3372093023255814,-1.3023255813953487,-0.9767441860465116,-0.9651162790697674,-1.0077519379844961,-0.8372093023255814,-0.3875968992248062,-0.08637873754152824,-0.5581395348837209,-1.197674418604651
43,-0.3352272727272727,-0.9886363636363636,-0.6363636363636364,-0.9659090909090909,-1.0,-0.8409090909090908,-0.3863636363636364,-0.09090909090909091,-0.5545454545454545,-1.2045454545454544
44,-0.33333333333333337,-1.0,-0.6222222222222222,-0.9666666666666667,-0.7555555555555556,-0.8444444444444446,-0.38518518518518524,-0.09523809523809525,-0.56,-1.211111111111111
45,-0.33152173913043476,-1.0108695652173914,-0.608695652173913,-0.967391304347826,-0.7608695652173914,-0.8478260869565216,-0.38405797101449274,-0.0927536231884058,-0.5652173913043478,-1.217391304347826
46,-0.32978723404255317,-1.0212765957446808,-0.5957446808510638,-0.9680851063829787,-0.6042553191489362,-0.723404255319149,-0.3829787234042554,-0.09645390070921986,-0.5702127659574467,-1.2234042553191489
47,-0.328125,-1.03125,-0.5833333333333334,-0.9687499999999999,-0.6,-0.6302083333333333,-0.3819444444444444,-0.09635416666666666,-0.575,-1.2291666666666665
48,-0.32653061224489793,-1.040816326530612,-0.4489795918367347,-0.9693877551020407,-0.5959183673469388,-0.6275510204081631,-0.38095238095238093,-0.09948979591836735,-0.5795918367346939,-1.2346938775510206
49,-0.325,-1.05,-0.45999999999999996,-0.776,-0.5920000000000001,-0.625,-0.38000000000000006,-0.10250000000000001,-0.584,-1.24
50,-0.32352941176470584,-1.0588235294117647,-0.47058823529411764,-0.7764705882352941,-0.5882352941176471,-0.6225490196078431,-0.3790849673202614,-0.1053921568627451,-0.588235294117647,-1.2450980392156863
51,-0.32211538461538464,-1.0673076923076923,-0.4807692307692308,-0.776923076923077,-0.5846153846153846,-0.5512820512820513,-0.3782051282051282,-0.10817307692307693,-0.5923076923076923,-1.2500000000000002
52,-0.3207547169811321,-1.0754716981132075,-0.490566037735849,-0.7773584905660377,-0.5811320754716981,-0.5492662473794548,-0.3773584905660377,-0.11084905660377359,-0.5962264150943396,-1.2547169811320753
53,-0.3194444444444444,-1.0833333333333333,-0.49999999999999994,-0.7777777777777777,-0.5777777777777777,-0.5473251028806583,-0.37654320987654327,-0.11342592592592592,-0.6,-1.259259259259259
54,-0.3181818181818182,-1.0909090909090908,-0.40727272727272723,-0.7781818181818182,-0.5745454545454545,-0.5454545454545454,-0.37575757575757573,-0.11590909090909089,-0.6036363636363635,-1.2636363636363637
55,-0.3169642857142857,-1.0982142857142856,-0.4142857142857143,-0.6488095238095238,-0.5714285714285714,-0.5436507936507936,-0.375,-0.11830357142857142,-0.6071428571428571,-1.2678571428571428
56,-0.3157894736842105,-1.1052631578947367,-0.42105263157894735,-0.6491228070175438,-0.5684210526315789,-0.5419103313840156,-0.3742690058479532,-0.11558307533539731,-0.6105263157894736,-1.2719298245614035
57,-0.3146551724137931,-1.1120689655172415,-0.4275862068965517,-0.6494252873563218,-0.5655172413793103,-0.5402298850574713,-0.37356321839080464,-0.11967545638945234,-0.6137931034482758,-1.2758620689655171
58,-0.3135593220338983,-1.1186440677966103,-0.43389830508474575,-0.6497175141242938,-0.5627118644067798,-0.5386064030131826,-0.37288135593220334,-0.12362911266201397,-0.6169491525423728,-1.2796610169491527
59,-0.3125,-1.125,-0.43999999999999995,-0.65,-0.56,-0.537037037037037,-0.37222222222222223,-0.12745098039215685,-0.6199999999999999,-1.2833333333333334
60,-0.3114754098360656,-1.1311475409836067,-0.36612021857923494,-0.6502732240437159,-0.5573770491803279,-0.5355191256830601,-0.37158469945355194,-0.13114754098360656,-0.6229508196721312,-1.2868852459016396
61,-0.31048387096774194,-1.1370967741935485,-0.3655913978494623,-0.6505376344086021,-0.5548387096774193,-0.5340501792114696,-0.3225806451612903,-0.13472485768500947,-0.6258064516129033,-1.2903225806451613
62,-0.30952380952380953,-0.9079365079365079,-0.3129251700680271,-0.6507936507936508,-0.5523809523809523,-0.5326278659611992,-0.32653061224489793,-0.13818860877684405,-0.6285714285714284,-1.2936507936507937
63,-0.30859375,-0.90625,-0.27734375,-0.5580357142857143,-0.55,-0.53125,-0.28515625,-0.14154411764705882,-0.63125,-1.296875
64,-0.3076923076923077,-0.9046153846153848,-0.28076923076923077,-0.5582417582417583,-0.5476923076923077,-0.5299145299145298,-0.2564102564102564,-0.14479638009049775,-0.633846153846154,-1.0338461538461539
65,-0.3068181818181818,-0.9030303030303031,-0.28409090909090906,-0.49242424242424243,-0.5454545454545454,-0.5286195286195287,-0.25925925925925924,-0.14795008912655974,-0.6363636363636365,-0.8484848484848485
66,-0.30597014925373134,-0.9014925373134328,-0.2873134328358209,-0.49626865671641784,-0.5432835820895522,-0.527363184079602,-0.2620232172470978,-0.15100965759438106,-0.6388059701492537,-0.7249466950959489
67,-0.30514705882352944,-0.9,-0.29044117647058826,-0.5,-0.5411764705882353,-0.5261437908496731,-0.2647058823529412,-0.15397923875432523,-0.6411764705882353,-0.7226890756302521
68,-0.30434782608695654,-0.8985507246376813,-0.2934782608695652,-0.5036231884057971,-0.5391304347826087,-0.5249597423510468,-0.26731078904991956,-0.1568627450980392,-0.6434782608695652,-0.7204968944099379
69,-0.30357142857142855,-0.8971428571428571,-0.2964285714285714,-0.5071428571428571,-0.5371428571428571,-0.5238095238095237,-0.2698412698412699,-0.1596638655462185,-0.6457142857142857,-0.7183673469387755
70,-0.26291079812206575,-0.895774647887324,-0.2992957746478873,-0.5105633802816901,-0.5352112676056339,-0.5226917057902973,-0.27230046948356806,-0.1623860811930406,-0.6478873239436619,-0.7162977867203218
71,-0.2561728395061728,-0.8944444444444445,-0.29513888888888884,-0.5138888888888888,-0.5333333333333333,-0.5216049382716049,-0.27469135802469136,-0.1650326797385621,-0.65,-0.7142857142857142
72,-0.2273972602739726,-0.8931506849315068,-0.2678843226788432,-0.5171232876712328,-0.5315068493150685,-0.5205479452054794,-0.2770167427701674,-0.16760676873489122,-0.6520547945205479,-0.7123287671232877
73,-0.22432432432432434,-0.8918918918918919,-0.24324324324324326,-0.5202702702702704,-0.5297297297297299,-0.5195195195195195,-0.25135135135135134,-0.1701112877583466,-0.654054054054054,-0.7104247104247104
74,-0.22133333333333333,-0.8906666666666666,-0.24533333333333332,-0.5233333333333333,-0.5280000000000001,-0.5185185185185186,-0.2533333333333333,-0.17254901960784316,-0.656,-0.7085714285714287
75,-0.2184210526315789,-0.8894736842105262,-0.22009569377990426,-0.5263157894736842,-0.531578947368421,-0.5175438596491229,-0.25526315789473686,-0.17492260061919507,-0.6578947368421052,-0.706766917293233
76,-0.2155844155844156,-0.8883116883116884,-0.21723730814639905,-0.5292207792207793,-0.5350649350649351,-0.5165945165945166,-0.2571428571428572,-0.17723453017570667,-0.6597402597402598,-0.6136363636363636
77,-0.2128205128205128,-0.887179487179487,-0.2144522144522145,-0.532051282051282,-0.5384615384615385,-0.5156695156695156,-0.25897435897435894,-0.1794871794871795,-0.6615384615384615,-0.608974358974359
78,-0.19102416570771003,-0.8860759493670886,-0.21173762945914845,-0.5348101265822784,-0.5417721518987342,-0.5147679324894514,-0.260759493670886,-0.1816827997021593,-0.6632911392405063,-0.6044303797468354
79,-0.18863636363636366,-0.8850000000000001,-0.2090909090909091,-0.4749999999999999,-0.545,-0.5138888888888888,-0.2625,-0.18382352941176472,-0.665,-0.6000000000000001
80,-0.186307519640853,-0.8839506172839506,-0.20650953984287315,-0.42716049382716054,-0.5481481481481482,-0.513031550068587,-0.2641975308641975,-0.1859114015976761,-0.6666666666666666,-0.5956790123456791
81,-0.18403547671840356,-0.8829268292682928,-0.20399113082039913,-0.42682926829268303,-0.551219512195122,-0.5121951219512195,-0.2658536585365853,-0.18794835007173602,-0.6682926829268292,-0.5284552845528455
82,-0.18181818181818182,-0.8819277108433736,-0.20153340635268346,-0.4265060240963856,-0.5542168674698795,-0.5113788487282463,-0.26746987951807233,-0.17670682730923695,-0.6698795180722892,-0.5274431057563588
83,-0.17965367965367965,-0.8809523809523808,-0.19913419913419916,-0.4261904761904762,-0.5571428571428572,-0.5105820105820106,-0.26904761904761904,-0.17592592592592593,-0.5595238095238094,-0.5264550264550265
84,-0.17754010695187164,-0.8799999999999999,-0.1967914438502674,-0.4258823529411765,-0.5599999999999999,-0.5098039215686274,-0.2705882352941177,-0.17516339869281047,-0.5607843137254902,-0.5254901960784314
85,-0.17547568710359407,-0.8790697674418604,-0.1945031712473573,-0.42558139534883715,-0.5627906976744186,-0.5090439276485789,-0.2720930232558139,-0.1744186046511628,-0.562015503875969,-0.5245478036175711
86,-0.17345872518286312,-0.8781609195402298,-0.19226750261233017,-0.425287356321839,-0.5655172413793104,-0.5083014048531289,-0.27356321839080466,-0.17369093231162194,-0.5632183908045977,-0.5236270753512132
87,-0.17148760330578514,-0.8772727272727273,-0.19008264462809918,-0.425,-0.4772727272727273,-0.5075757575757576,-0.275,-0.17297979797979798,-0.5643939393939394,-0.5227272727272727
88,-0.16956077630234934,-0.8764044943820224,-0.19203268641470886,-0.42471910112359545,-0.48314606741573035,-0.5068664169787765,-0.27640449438202247,-0.17228464419475653,-0.5655430711610486,-0.5218476903870163
89,-0.16767676767676767,-0.8755555555555556,-0.17592592592592593,-0.42444444444444446,-0.48888888888888893,-0.5061728395061729,-0.2777777777777778,-0.17160493827160495,-0.5666666666666667,-0.5209876543209877
90,-0.16583416583416583,-0.8747252747252748,-0.17582417582417584,-0.42417582417582417,-0.4945054945054945,-0.5054945054945055,-0.2497502497502498,-0.17094017094017097,-0.5677655677655677,-0.5201465201465202
91,-0.16403162055335968,-0.7246376811594203,-0.16387959866220742,-0.4239130434782609,-0.5000000000000001,-0.5048309178743962,-0.24703557312252966,-0.17028985507246375,-0.5688405797101448,-0.5193236714975845
92,-0.15232974910394267,-0.7204301075268816,-0.16542597187758476,-0.4236559139784946,-0.5053763440860215,-0.5041816009557946,-0.2443792766373412,-0.16965352449223417,-0.5698924731182796,-0.5185185185185186
93,-0.14075286415711946,-0.7163120567375887,-0.1669394435351882,-0.38104448742746605,-0.5106382978723404,-0.5035460992907802,-0.24177949709864602,-0.1690307328605201,-0.5709219858156028,-0.5177304964539007
94,-0.1408906882591093,-0.712280701754386,-0.1548872180451128,-0.37703349282296644,-0.5157894736842105,-0.502923976608187,-0.2210526315789474,-0.16842105263157894,-0.5719298245614035,-0.5169590643274853
95,-0.14102564102564102,-0.7083333333333334,-0.15625,-0.37310606060606055,-0.5208333333333334,-0.5023148148148148,-0.22048611111111108,-0.16782407407407407,-0.5729166666666666,-0.5162037037037036
96,-0.14115781126090404,-0.7044673539518902,-0.1575846833578792,-0.3692596063730084,-0.5257731958762887,-0.5017182130584192,-0.20618556701030924,-0.1672394043528064,-0.5738831615120276,-0.5154639175257731
97,-0.14128728414442698,-0.7006802721088435,-0.1588921282798834,-0.336734693877551,-0.5306122448979592,-0.5011337868480725,-0.19096209912536438,-0.16666666666666663,-0.5748299319727891,-0.5147392290249433
98,-0.1414141414141414,-0.6969696969696971,-0.16017316017316016,-0.33501683501683505,-0.5353535353535355,-0.500561167227834,-0.1750841750841751,-0.1661054994388328,-0.4906204906204907,-0.5140291806958474
99,-0.14153846153846156,-0.6933333333333334,-0.16142857142857145,-0.3333333333333333,-0.5333333333333333,-0.5,-0.1625,-0.16555555555555557,-0.48857142857142855,-0.5133333333333333
100,-0.14166031987814168,-0.6897689768976898,-0.16265912305516267,-0.3316831683168317,-0.5313531353135313,-0.4475247524752476,-0.1525917297612114,-0.16501650165016502,-0.4865629420084865,-0.4574257425742575
101,-0.14177978883861236,-0.6862745098039215,-0.1638655462184874,-0.3300653594771242,-0.5294117647058824,-0.4028520499108735,-0.15224913494809686,-0.1644880174291939,-0.484593837535014,-0.45294117647058824
102,-0.14189693801344286,-0.6828478964401294,-0.16504854368932037,-0.3284789644012945,-0.5275080906148867,-0.3989408649602824,-0.15191319246145057,-0.1639697950377562,-0.4826629680998612,-0.44854368932038835
